取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"単品料理","2倍シャカシャカポテト","バター醤油","",1078,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"サワー","翠ジン","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"単品料理","揚げ餃子","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"単品料理","無限ゴボウフライ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"サワー","こだわりレモン【メガ】","メガレモンサワー","",880,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"串焼き","焼き鳥【せせり】塩","","",308,5,0,0,-,0,"",0,0,0,0
HD0020260213183930779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04FEF06B0E69418A8C7A2B5D3A37B0C5,"焼酎","青鹿毛","ロック","",715,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,2026/02/13,17:53:49,2026/02/13,21:34:42,15082,15082,1371,0,15082,1371,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,2,22,03:40:53,"T14",0001,"佐藤舞桜","未設定",27F9782E4D5A44AAAC5A6DF09CDF8DCB,"串焼き","のりチーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"アルコール","角ハイボール","濃いめ","",770,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"サワー","グレープフルーツサワー","グレフルサワー","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"単品料理","ニラのおひたし","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"単品料理","漬物盛り合わせ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"日本酒","大那【超辛口純米】","","",1320,4,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"日本酒","忠愛【辛口純米】","","",1320,2,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"ソフトドリンク","お冷","","",0,2,0,0,-,0,"",0,0,0,0
HD0020260213175500531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27F9782E4D5A44AAAC5A6DF09CDF8DCB,"単品料理","わさびと食べる紅生姜のだし巻き","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,2026/02/13,20:20:06,2026/02/13,22:25:42,19508,19508,1773,0,19508,1773,0,19508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,02:05:36,"T6",0001,"小島陽","未設定",C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","つくね","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"ビール","生ビール","生ジョッキ","",660,5,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"焼酎","吉四六（麦）","水割り","",660,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"単品料理","冷奴","","",418,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"単品料理","鶏唐揚げ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"お通し","お通し","男性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","豚しそ巻き","","",286,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"単品料理","すまし汁","","",220,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"単品料理","焼きおにぎり","","",418,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"日本酒","鳳凰美田【剱】","","",1320,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","レタス巻き","レタス巻き","",350,3,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","焼き鳥【皮】","タレ","",308,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","焼き鳥【もも】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","焼き鳥【ぼんじり】","タレ","",308,2,0,0,-,0,"",0,0,0,0
HD0020260213202014018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B009DACE2041F5A92AE1E182E38ED6,"串焼き","焼き鳥【軟骨】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,2026/02/13,18:31:40,2026/02/13,22:27:41,9911,9911,901,0,9911,901,0,9911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,03:56:01,"T5",0001,"小島陽","未設定",0864AF0086234A6ABBC9373AF5B0189B,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"アルコール","かめやハイボール","メガかめやハイボール","",880,2,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"アルコール","かめやハイボール","かめやハイボール","",550,3,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"串焼き","豚串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"串焼き","豆苗しゃぶ串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"串焼き","お好み焼き串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"単品料理","ピリ辛メンマ","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"単品料理","チーズの西京焼き","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213183201008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0864AF0086234A6ABBC9373AF5B0189B,"焼酎","山ねこ","ソーダ割り","",715,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,2026/02/13,22:12:59,2026/02/13,23:12:04,5412,5412,492,0,5412,492,5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,00:59:05,"T2",0001,"小島陽","未設定",61AB8F9B555A4675901F677B6CCA85CD,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"串焼き","ミニトマト肉巻き","","",286,3,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"サワー","こだわり酒場のレモンサワー","通常","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"サワー","カルピスサワー","カルピスサワー","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"ソフトドリンク","カルピス","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"お通し","お通し","女性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213221403322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61AB8F9B555A4675901F677B6CCA85CD,"単品料理","ネギトロユッケ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260213212318758,2026/02/13,21:22:56,2026/02/13,23:21:27,10010,10010,910,0,10010,910,0,0,0,0,0,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,01:58:30,"T8",0001,"小島陽","未設定",50F82094018F458BB2ADEC40516CAE14,"アルコール","かめやハイボール","ジンジャー","",660,5,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"サワー","こだわり酒場のレモンサワー","通常","",550,4,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"アルコール","ジャスミンハイ","ノーマル","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"お通し","お通し","男性","",330,4,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"単品料理","きつね納豆","","",528,2,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"単品料理","ピリ辛メンマ","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260213212318758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50F82094018F458BB2ADEC40516CAE14,"単品料理","シャカシャカポテト","チリガーリック","",638,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,2026/02/13,22:54:47,2026/02/13,23:53:28,5205,5205,473,0,5205,473,0,5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,00:58:40,"T11",0001,"小島陽","未設定",5219FC88DE234E519C69544E42D127EB,"串焼き","のりチーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","えびしそチーズおろしポン酢","","",365,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"ビール","生ビール","生ジョッキ","",660,4,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","焼き鳥【せせり】塩","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213225455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5219FC88DE234E519C69544E42D127EB,"串焼き","焼き鳥【ぼんじり】","塩","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,2026/02/13,21:33:10,2026/02/13,23:59:41,12550,12550,1140,0,12550,1140,0,12550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,02:26:31,"T3",0001,"小島陽","未設定",B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","えびしそチーズおろしポン酢","","",365,3,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"焼酎","吉四六（麦）","ソーダ割り","",660,2,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"アルコール","緑茶ハイ","ノーマル","",495,3,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"単品料理","梅水晶","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","豚しそ巻き","","",286,3,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"単品料理","ししゃも","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","レタス巻き","レタス明太マヨ","",365,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","レタス巻き","レタスチーズ炙り","",365,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"串焼き","紅生姜巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"単品料理","揚げ餃子","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260213213319514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7A45A22F9F44E6692B36A20E23CAF16,"単品料理","アボカドサーモン","","",825,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,2026/02/14,17:10:30,2026/02/14,18:36:43,13218,13218,1201,0,13218,1201,20218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,3,32,01:26:13,"T8",0001,"佐藤舞桜","未設定",0FAEB9440077433F9410E5F82A2A5386,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"ビール","生ビール","生ジョッキ","",660,4,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"サワー","こだわり酒場のレモンサワー","通常","",550,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"ソフトドリンク","コーラ【瓶】","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"ソフトドリンク","ジンジャーエール【瓶】","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"単品料理","たこわさ","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260214171050319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FAEB9440077433F9410E5F82A2A5386,"単品料理","梅水晶","","",528,1,0,0,-,0,"",0,0,0,0
