集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260119233705000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3E8E64F326A40468EC1DD2F2972CFF4,ワイン（グラス）,"サングリア赤　1,800円",1800,3
,,,,,,,,,,RB0120260120194912000,2026/01/20,22:03:13,16390,14900,1490,0,16390,1490,0,16390,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,1490,2,13,02:14:01,E,橋本,218C068AD69F4367BFA23B78E4EEDC50,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,その他,tablecharge,500,2
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,ワイン（グラス）,デバルド・ロッソ,1200,2
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,スナック,バーニャカウダ,1000,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,スナック,ブルスケッタ,1000,1
,,,,,,,,,,RB0120260120194912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218C068AD69F4367BFA23B78E4EEDC50,ソフトドリンク,ウーロン茶,800,2
,,,,,,,,,,RB0120260120220131000,2026/01/20,22:43:37,14410,13100,1310,0,14410,1310,0,14410,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,1310,2,11,00:42:06,A,大泉,F4CDB864B9F547FEB0CCC52E0AB25805,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260120220131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4CDB864B9F547FEB0CCC52E0AB25805,その他,tablecharge,500,2
,,,,,,,,,,RB0120260120220131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4CDB864B9F547FEB0CCC52E0AB25805,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260120220131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4CDB864B9F547FEB0CCC52E0AB25805,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260120220131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4CDB864B9F547FEB0CCC52E0AB25805,ワイン（グラス）,デバルド・ロッソ,1200,5
,,,,,,,,,,RB0120260120220131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F4CDB864B9F547FEB0CCC52E0AB25805,スナック,バーニャカウダ,1000,1
,,,,,,,,,,RB0120260120230826000,2026/01/21,00:11:46,9350,8500,850,0,9350,850,0,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,850,2,6,01:03:19,"5, 6",大泉,A2F0C7F492F5449FAD889FB23286D56F,その他,tablecharge,500,2
,,,,,,,,,,RB0120260120230826000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2F0C7F492F5449FAD889FB23286D56F,ジャパニーズウイスキー,白州,2400,1
,,,,,,,,,,RB0120260120230826000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2F0C7F492F5449FAD889FB23286D56F,ジャパニーズカクテル,Hojicha Negroni,1700,3
,,,,,,,,,,RB0120260121195651000,2026/01/21,20:11:16,7810,7100,710,0,7810,710,0,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,710,4,8,00:14:25,E,大泉,00A161EB238E436C8D158087F21AF4F1,その他,tablecharge,500,4
,,,,,,,,,,RB0120260121195651000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00A161EB238E436C8D158087F21AF4F1,ジャパニーズウイスキー,白州,1800,1
,,,,,,,,,,RB0120260121195651000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00A161EB238E436C8D158087F21AF4F1,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260121195651000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00A161EB238E436C8D158087F21AF4F1,ソフトドリンク,フィーバーツリーソーダ,800,2
,,,,,,,,,,RB0120260121225318000,2026/01/22,00:57:26,19580,17800,1780,0,19580,1780,0,19580,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,1780,5,16,02:04:07,D,大泉,3DF5E6D9BA3444B993F109BC8E3D5B9F,その他,tablecharge,500,5
,,,,,,,,,,RB0120260121225318000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DF5E6D9BA3444B993F109BC8E3D5B9F,その他,丸氷,100,1
,,,,,,,,,,RB0120260121225318000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DF5E6D9BA3444B993F109BC8E3D5B9F,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,3
,,,,,,,,,,RB0120260121225318000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DF5E6D9BA3444B993F109BC8E3D5B9F,ジャパニーズウイスキー,山崎12年,3500,1
,,,,,,,,,,RB0120260121225318000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DF5E6D9BA3444B993F109BC8E3D5B9F,ビール,ガージェリー,1300,6
,,,,,,,,,,RB0120260121212351000,2026/01/22,01:06:02,15420,25700,1401,0,15420,1401,0,15420,0,0,0,0,0,0,0,0,0,0,0,0,0,-10280,0,-10280,2,22,03:42:11,4,大泉,F150810DD655401CB83599F5212EEAFE,未設定,No charge,0,2
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ワイン（グラス）,グラスワイン,800,4
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ウイスキー,タリスカー10年,1400,2
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ビール,ガージェリー,1300,2
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,2
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,アラカルト,唐揚げ,1300,1
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,スナック,ガーリックブロッコリー,800,1
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ウイスキー,グレンリベット12年,1400,2
,,,,,,,,,,RB0120260121212351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F150810DD655401CB83599F5212EEAFE,ウイスキー,グレンアラヒー8年,1600,5
,,,,,,,,,,RB0120260122184409000,2026/01/22,19:56:34,17270,15700,1570,0,17270,1570,0,17270,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,1570,2,11,01:12:25,E,大泉,4DF222C375904FE8A4681E3510093B7B,その他,tablecharge,500,2
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,アラカルト,前菜の盛り合わせ,1800,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,アラカルト,鶏もものソテー,1800,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ご飯もの,ボロネーゼ,1600,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260122184409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DF222C375904FE8A4681E3510093B7B,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260122211134000,2026/01/22,21:25:49,3630,3300,330,0,3630,330,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,330,1,2,00:14:15,4,大泉,D8ACC3753B574561B225B9DB383997D2,その他,tablecharge,500,1
,,,,,,,,,,RB0120260122211134000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8ACC3753B574561B225B9DB383997D2,ウイスキー（ハイボール・ボトル・オリジナル）,BFAグレングラッサ8年,2800,1
,,,,,,,,,,RB0120260122202914000,2026/01/22,21:30:59,4620,4200,420,0,4620,420,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,420,2,4,01:01:45,D,大泉,3D0DE2E689964441A83C01216D782EDD,その他,tablecharge,500,2
,,,,,,,,,,RB0120260122202914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D0DE2E689964441A83C01216D782EDD,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260122202914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D0DE2E689964441A83C01216D782EDD,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260122193211000,2026/01/22,21:49:12,14000,14000,1272,0,14000,1272,0,11000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,2,2,02:17:01,A,大泉,4F72376A7F8E441692AFBBBF266C7B22,未設定,7000円飲み放題付（2時間制）,7000,2
,,,,,,,,,,RB0120260122214420000,2026/01/22,21:57:08,1980,1800,180,0,1980,180,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,180,1,2,00:12:48,5,大泉,990C68933801442BBC0AE4CF4085D332,その他,tablecharge,500,1
,,,,,,,,,,RB0120260122214420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990C68933801442BBC0AE4CF4085D332,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260122214216000,2026/01/22,21:59:02,5610,5100,510,0,5610,510,0,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,510,2,4,00:16:45,7,大泉,88269C3D39494F508BD7643F5B68A51C,その他,tablecharge,500,2
,,,,,,,,,,RB0120260122214216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88269C3D39494F508BD7643F5B68A51C,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260122214216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88269C3D39494F508BD7643F5B68A51C,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260122193252000,2026/01/22,22:13:24,28000,28000,2545,0,28000,2545,0,25000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,4,4,02:40:31,C,大泉,0C616609DFC94617BC79350FBCF1B78E,未設定,7000円飲み放題付（2時間制）,7000,4
,,,,,,,,,,RB0120260123190216000,2026/01/23,19:10:27,165000,165000,15000,0,165000,15000,0,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,00:08:11,"1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E",大泉,D73A0608AE8B4A67AE86FEE49E68FC61,イベント,イベント費用,55000,1
,,,,,,,,,,RB0120260123190216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D73A0608AE8B4A67AE86FEE49E68FC61,コース&セット,その他CLPコース,5500,20
,,,,,,,,,,RB0120260123214228000,2026/01/23,22:24:22,11660,10600,1060,0,11660,1060,0,11660,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,1060,2,8,00:41:54,A,大泉,F54E51C3669048C48143BB5B233B7FCA,その他,tablecharge,500,2
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260123214228000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F54E51C3669048C48143BB5B233B7FCA,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260123224058000,2026/01/23,23:05:05,16170,14700,1470,0,16170,1470,0,16170,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,0,1470,7,14,00:24:06,"B, C",大泉,C83757BD87C644CA869155492C21EE00,その他,tablecharge,500,7
,,,,,,,,,,RB0120260123224058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C83757BD87C644CA869155492C21EE00,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,2
,,,,,,,,,,RB0120260123224058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C83757BD87C644CA869155492C21EE00,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260123224058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C83757BD87C644CA869155492C21EE00,オリジナルカクテル,Tommy's Verde Margarita,1800,2
,,,,,,,,,,RB0120260123224058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C83757BD87C644CA869155492C21EE00,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260123224058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C83757BD87C644CA869155492C21EE00,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260123220716000,2026/01/23,23:11:42,9680,8800,880,0,9680,880,10000,0,0,0,0,0,0,0,0,0,0,0,0,320,0,880,0,880,2,6,01:04:25,D,大泉,0D67B14FBC4C49A494FA30D54E49C056,その他,tablecharge,500,2
,,,,,,,,,,RB0120260123220716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D67B14FBC4C49A494FA30D54E49C056,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260123220716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D67B14FBC4C49A494FA30D54E49C056,オリジナルカクテル,Arrow Head,2000,1
,,,,,,,,,,RB0120260123220716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D67B14FBC4C49A494FA30D54E49C056,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260123220716000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D67B14FBC4C49A494FA30D54E49C056,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260123211332000,2026/01/23,23:24:04,22440,20400,2040,0,22440,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,2040,3,9,02:10:31,E,大泉,2323A73D34A94C66839ABB584D1AF979,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,その他,tablecharge,500,3
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260123211332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323A73D34A94C66839ABB584D1AF979,ワイン,パ・フェネオン,10000,1
,,,,,,,,,,RB0120260123234531000,2026/01/24,01:00:56,6570,7300,597,0,6570,597,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,-730,0,-730,1,6,01:15:25,5,橋本,C541699304564CEFAE09159236613F0F,未設定,No charge,0,1
,,,,,,,,,,RB0120260123234531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C541699304564CEFAE09159236613F0F,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260123234531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C541699304564CEFAE09159236613F0F,カクテル,クラシックカクテル,1500,1
,,,,,,,,,,RB0120260123234531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C541699304564CEFAE09159236613F0F,ジン,ロードオブバーベス,1700,1
,,,,,,,,,,RB0120260123234531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C541699304564CEFAE09159236613F0F,スナック,ガーリックブロッコリー,800,1
,,,,,,,,,,RB0120260123234531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C541699304564CEFAE09159236613F0F,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260124182431000,2026/01/24,20:31:38,14000,14000,1272,0,14000,1272,0,11000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,2,2,02:07:07,A,橋本,F709E66C583B484DA510357E46321EAB,未設定,7000円飲み放題付（2時間制）,7000,2
,,,,,,,,,,RB0120260124193643000,2026/01/24,20:46:11,2520,2800,229,0,2520,229,3020,0,0,0,0,0,0,0,0,0,0,0,0,500,0,-280,0,-280,1,3,01:09:27,8,大泉,105D1989B5A94EF5ACC88F71B46D214A,未設定,No charge,0,1
,,,,,,,,,,RB0120260124193643000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105D1989B5A94EF5ACC88F71B46D214A,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260124193643000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105D1989B5A94EF5ACC88F71B46D214A,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260124200554000,2026/01/24,21:00:11,1980,1800,180,0,1980,180,10000,0,0,0,0,0,0,0,0,0,0,0,0,8020,0,180,0,180,1,2,00:54:17,1,大泉,0FA06F7732E7428AAB92EF641F548B70,その他,tablecharge,500,1
,,,,,,,,,,RB0120260124200554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FA06F7732E7428AAB92EF641F548B70,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260124193428000,2026/01/24,21:25:04,14000,14000,1272,0,14000,1272,0,11000,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,2,2,01:50:36,B,大泉,EE387D64267947359E20B927EFCD6A69,未設定,7000円飲み放題付（2時間制）,7000,2
,,,,,,,,,,RB0120260124181411000,2026/01/24,21:32:44,44290,40400,4026,0,44290,4026,0,44290,0,0,0,0,0,0,0,0,0,0,0,0,0,3890,0,3890,4,12,03:18:33,C,大泉,C3B5647BE35D42BBB9288FE300B1A92A,コース&セット,ショートコース(食事のみ)+チャージ込み＋サ別,10000,3
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,その他,tablecharge,500,3
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,ワイン（グラス）,デバルド・ロッソ,1200,2
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,アラカルト,鶏もものソテー,1800,1
,,,,,,,,,,RB0120260124181411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3B5647BE35D42BBB9288FE300B1A92A,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260124212603000,2026/01/24,22:32:09,18700,17000,1700,0,18700,1700,0,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,1700,6,17,01:06:06,E,大泉,2DFA41B26529415288B741A2FB6BA445,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,その他,tablecharge,500,6
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,カクテル,クラシックカクテル,1600,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ノンアルコールカクテル,シャーリーテンプル,1300,2
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ウイスキー,アラン ソーテルヌカスク,1600,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ウイスキー,グレンリベット12年,1400,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ウイスキー,ボウモア12年,1600,1
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ウイスキー,シーバスリーガル ミズナラ 12年,1300,2
,,,,,,,,,,RB0120260124212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DFA41B26529415288B741A2FB6BA445,ソフトドリンク,グレープフルーツジュース,800,1
,,,,,,,,,,RB0120260124191511000,2026/01/24,23:11:31,12650,11500,1150,0,12650,1150,0,12650,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,1150,1,8,03:56:20,5,大泉,C233284CCFA24ACBA394C7D08BB0535F,その他,tablecharge,500,1
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,ウイスキー（ハイボール・ボトル・オリジナル）,ウイスキー,2500,1
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,2
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,ウイスキー,ダルモア 12年,1700,1
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,ウイスキー,ジョニーウォーカー ブラックルビー,1500,1
,,,,,,,,,,RB0120260124191511000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C233284CCFA24ACBA394C7D08BB0535F,ドリンク,梅酒,1200,1
,,,,,,,,,,RB0120260124233456000,2026/01/24,23:56:41,9570,8700,870,0,9570,870,0,9570,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,870,3,8,00:21:45,D,大泉,C5A98C852E7441E597C2DEF4178706D4,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260124233456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5A98C852E7441E597C2DEF4178706D4,その他,tablecharge,500,3
,,,,,,,,,,RB0120260124233456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5A98C852E7441E597C2DEF4178706D4,オリジナルカクテル,Arrow Head,2000,1
