集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,アルコール,角ハイボール,角ハイボール,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,サワー,こだわり酒場のレモンサワー,通常,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,単品料理,枝豆,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,お通し,お通し,男性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,単品料理,すまし汁,,,220,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,単品料理,焼きおにぎり,,,418,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,ソフトドリンク,お冷,,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,単品料理,アボカドサーモン,,,825,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121221235878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFE7B09BC59F4F0F8BC6720A5D18700F,単品料理,無限ゴボウフライ,,,628,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121220426495,2026/01/21,22:04:06,2026/01/21,23:56:02,3960,3960,360,0,3960,360,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,6,01:51:55,臨時,0001,只野翔慎,未設定,128B11D7CA904DA58C92256F9BD4BB19,アルコール,角ハイボール,角ハイボール,,660,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,2026/01/21,22:34:42,2026/01/21,23:56:33,4994,4994,454,0,4994,454,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,10,01:21:51,T5,0001,近澤幹人,未設定,960570714E954CCF8AB2CADD68519FA6,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,サワー,こだわり酒場のレモンサワー,通常,,550,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,サワー,グレープフルーツサワー,グレフルサワー,,550,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,単品料理,記憶に残るポテトサラダ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,お通し,お通し,女性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,串焼き,紅生姜巻き,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260121223512857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960570714E954CCF8AB2CADD68519FA6,単品料理,ネギトロユッケ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,2026/01/22,17:07:24,2026/01/22,18:09:14,2933,2933,266,0,2933,266,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,0,0,0,0,0,1,6,01:01:49,T11,0001,菊地悠愛,未設定,E6CF6575947A49E0A25440D4E9870770,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E6CF6575947A49E0A25440D4E9870770,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E6CF6575947A49E0A25440D4E9870770,単品料理,ニラ玉,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E6CF6575947A49E0A25440D4E9870770,串焼き,豆苗しゃぶ串,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E6CF6575947A49E0A25440D4E9870770,焼酎,歩く一日,ソーダ割り,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170736601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E6CF6575947A49E0A25440D4E9870770,サワー,ブラックレモンサワー,,,700,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,2026/01/22,17:01:02,2026/01/22,18:20:38,8265,8265,751,0,8265,751,0,8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,01:19:36,T9,0001,菊地悠愛,未設定,56680D85925545CC8DE7B082DDD5CDB3,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,えのき肉巻き,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,椎茸肉巻き,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,えびしそチーズおろしポン酢,,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,ミニトマト肉巻き,,,286,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,つくね,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,アルコール,角ハイボール,メガ角ハイボール,,900,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,単品料理,梅水晶,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,単品料理,記憶に残るポテトサラダ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,お通し,お通し,女性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,レタス巻き,レタス明太マヨ,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,串焼き,レタス巻き,レタスチーズ炙り,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,ビール,メガビール,,,1045,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170702559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56680D85925545CC8DE7B082DDD5CDB3,ソフトドリンク,カシス【果実】,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,2026/01/22,17:00:45,2026/01/22,18:25:52,9361,9361,851,0,9361,851,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,1,14,01:25:07,T16,0001,菊地悠愛,未設定,DA1C9EB75C09411BB41EF90CBF612824,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,串焼き,ミニトマト肉巻き,,,286,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,アルコール,白州,ハイボール,,1485,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,単品料理,枝豆,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,単品料理,ししゃも,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,串焼き,焼き鳥【砂肝】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122170110546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA1C9EB75C09411BB41EF90CBF612824,串焼き,焼き鳥【軟骨】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,2026/01/22,17:15:43,2026/01/22,18:28:00,7979,7979,725,0,7979,725,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,2,14,01:12:17,T2,0001,菊地悠愛,未設定,B9309430C2524C4AAE8D4E5FE2360BFD,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,串焼き,ミニトマト肉巻き,,,286,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,ビール,生ビール,生ジョッキ,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,アルコール,かめやハイボール,かめやハイボール,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,単品料理,記憶に残るポテトサラダ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,日本酒,忠愛【辛口純米】,,,1320,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,お通し,お通し,男性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,ビール,瓶ビール【赤星】,,,770,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122171552814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9309430C2524C4AAE8D4E5FE2360BFD,串焼き,エビマヨ串,,,365,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,2026/01/22,18:27:12,2026/01/22,19:54:05,11143,11143,1013,0,11143,1013,0,11143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,01:26:52,T6,0001,菊地悠愛,未設定,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,黒チーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,ミニトマト肉巻き,,,286,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,うずら肉巻き串,,,275,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,ビール,生ビール,生ジョッキ,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,ビール,生ビール,生タンブラー,,660,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,果実酒【鬼おろし】,鬼おろしサワー【果実酒】,レモン【ソーダ】,,660,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,単品料理,記憶に残るポテトサラダ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,単品料理,茄子の揚げ浸し,,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,お通し,お通し,女性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,レタス巻き,レタス巻き,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,単品料理,わさびと食べる紅生姜のだし巻き,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,単品料理,揚げ餃子,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,ビール,メガビール,,,1045,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122182751417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7365BAA13914EE09D9F08D70BA2B6FF,串焼き,万能ネギのしゃぶ串,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,2026/01/22,17:32:03,2026/01/22,20:01:14,17879,17879,1625,0,17879,1625,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,0,0,0,0,0,3,36,02:29:10,T5,0001,只野翔慎,未設定,7863EDE5360944629105DCA67CD205A8,串焼き,のりチーズ,,,330,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,えびしそチーズおろしポン酢,,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,サワー,カルピスサワー,カルピスサワー,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,アルコール,ジャスミンハイ,ノーマル,,550,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,単品料理,いぶりがっこ,,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,お通し,お通し,女性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,ビール,瓶ビール【赤星】,,,770,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,レタス巻き,レタス明太マヨ,,365,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,レタス巻き,レタス巻き,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,豆苗しゃぶ串,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,お好み焼き串,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,アルコール,抹茶ハイ,ノーマル,,605,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,焼き鳥【皮】,塩,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,サワー,翠ジン,,,550,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,単品料理,アボカドサーモン,,,825,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,単品料理,丸ごとガリトマト,,,715,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,単品料理,炙り明太子,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,サワー,こだわりレモン【メガ】,メガレモンサワー,,880,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,サワー,翠ジン【メガ】,メガ翠ジン,,880,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,万能ネギのしゃぶ串,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122173643970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863EDE5360944629105DCA67CD205A8,串焼き,焼き鳥【ぼんじり】,塩,,308,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,2026/01/22,18:29:06,2026/01/22,20:47:50,36282,36282,3298,0,36282,3298,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,8,93,02:18:44,T1,0001,只野翔慎,未設定,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク,生ビール,,0,9,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク,麦【ソーダ割り】,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク,芋【ソーダ割り】,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク2,ハイボール,,0,10,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク2,赤ワイン,,0,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260122183038386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A46FF832423244AA87C82A1A0A287182,飲み放題ドリンク,フリードリンク2,コークハイボール,,0,10,0,0,-,0,,0,0,0,0
