"H.集計フラグ","H.店舗","H.伝票番号","H.伝票番号枝番","H.曜日","H.支払ステータス","H.伝票処理日","H.返還元年月(返品)","H.返還元年月日(赤伝)","H.テーブル番号","H.客数（合計）","H.客数（男）","H.客数（女）","H.客数（選択なし）","H.深夜料金","H.テーブルチャージ料金","H.サービス料金","H.小計","H.総商品数","H.伝票金額","H.伝票税額","H.税抜金額10%","H.税額10%","H.税抜金額8%","H.税額8%","H.非課税金額","H.不課税金額","H.お預かり金額","H.おつり","H.免税額（一般品）","H.免税額（消耗品）","H.値引金額","H.支払金額（現金）","H.支払金額（クレジットカード）","H.支払金額（ポイント）","H.支払金額（電子マネー）","H.支払金額（商品券：釣り無）","H.商品券差額","H.支払金額（商品券：釣り有）","H.商品券現金釣銭","H.支払金額（その他）","H.レジ担当者ID","H.スタイリスト（理美容のみ）","H.受付番号","H.テーブル合算後伝票番号","H.税集計区分","H.支払メモ","H.領収書発行回数","H.領収書発行最終日付","H.キッチンプリンタ印字成否","H.キッチンプリンタ印字日付","H.レシートプリンタ印字成否","H.レシートプリンタ印字日付","H.基幹転送成否","H.基幹転送日付","C.お客様","C.お客様代表","C.客層","H.元伝票番号","H.登録番号","H.事業者名","H.集計営業日","H.伝票発行日"
"*","001:麻布しき 旗の台店","No:202500100003581","0","水","11:分割会計済","2025/09/17 12:45:07","","","000000016:テーブル４","3","0","3","0","0","0","0","11100","4","11100","1009","10091","1009","0","0","0","0","16200","5100","0","0","0","11100","0","0","0","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:34"
"","001:麻布しき 旗の台店","No:202500100003581","1","水","11:分割会計済","2025/09/17 12:43:04","","","000000016:テーブル４","3","0","3","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","5200","4000","0","0","0","1200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:43:08","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:34"
"","001:麻布しき 旗の台店","No:202500100003581","2","水","11:分割会計済","2025/09/17 12:44:34","","","000000016:テーブル４","3","0","3","0","0","0","0","3300","1","3300","300","3000","300","0","0","0","0","3500","200","0","0","0","3300","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:44:38","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:34"
"","001:麻布しき 旗の台店","No:202500100003581","3","水","11:分割会計済","2025/09/17 12:44:52","","","000000016:テーブル４","3","0","3","0","0","0","0","3300","1","3300","300","3000","300","0","0","0","0","3500","200","0","0","0","3300","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:44:55","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:34"
"","001:麻布しき 旗の台店","No:202500100003581","4","水","11:分割会計済","2025/09/17 12:45:07","","","000000016:テーブル４","3","0","3","0","0","0","0","3300","1","3300","300","3000","300","0","0","0","0","4000","700","0","0","0","3300","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:45:10","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:34"
"*","001:麻布しき 旗の台店","No:202500100003582","0","水","10:会計済","2025/09/17 13:38:47","","","000000013:テーブル１","3","2","1","0","0","0","0","8050","9","8050","731","7319","731","0","0","0","0","8050","0","0","0","0","8050","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/17 13:38:51","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:42"
"*","001:麻布しき 旗の台店","No:202500100003583","0","水","10:会計済","2025/09/17 16:02:12","","","000000014:テーブル２","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ","1:成功","2025/09/17 16:02:15","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 11:55:49"
"*","001:麻布しき 旗の台店","No:202500100003584","0","水","10:会計済","2025/09/17 13:00:01","","","000000007:カウンター７","1","1","0","0","0","0","0","1800","1","1800","163","1637","163","0","0","0","0","2000","200","0","0","0","1800","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 13:00:04","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 12:06:57"
"*","001:麻布しき 旗の台店","No:202500100003585","0","水","10:会計済","2025/09/17 12:47:06","","","000000001:カウンター１","1","1","0","0","0","0","0","1800","1","1800","163","1637","163","0","0","0","0","0","0","0","0","0","0","0","0","1800","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:47:10","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 12:12:10"
"*","001:麻布しき 旗の台店","No:202500100003586","0","水","10:会計済","2025/09/17 12:57:00","","","000000005:カウンター５","1","0","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","1200","0","0","0","0","1200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 12:57:04","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 12:16:52"
"*","001:麻布しき 旗の台店","No:202500100003587","0","水","10:会計済","2025/09/17 16:02:20","","","000000001:カウンター１","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ","1:成功","2025/09/17 16:02:23","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 12:48:02"
"*","001:麻布しき 旗の台店","No:202500100003588","0","水","10:会計済","2025/09/17 16:02:32","","","000000005:カウンター５","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ","1:成功","2025/09/17 16:02:34","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 12:57:30"
"*","001:麻布しき 旗の台店","No:202500100003589","0","水","10:会計済","2025/09/17 16:02:38","","","000000007:カウンター７","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ","1:成功","2025/09/17 16:02:40","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 13:04:33"
"*","001:麻布しき 旗の台店","No:202500100003590","0","水","10:会計済","2025/09/17 20:37:35","","","000000016:テーブル４","2","2","0","0","0","0","0","35240","20","35240","3203","32037","3203","0","0","0","0","40250","5010","0","0","0","35240","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","1","20250917203757","2:失敗"," ","1:成功","2025/09/17 20:37:39","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 17:58:13"
"*","001:麻布しき 旗の台店","No:202500100003591","0","水","10:会計済","2025/09/17 18:37:12","","","000000005:カウンター５","1","1","0","0","0","0","0","6960","3","6960","632","6328","632","0","0","0","0","0","0","0","0","0","0","0","0","6960","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","1","20250917183715","1:成功"," ","1:成功","2025/09/17 18:37:15","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 18:02:26"
"*","001:麻布しき 旗の台店","No:202500100003592","0","水","10:会計済","2025/09/17 19:25:37","","","000000005:カウンター５","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/17 19:25:39","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 19:08:44"
"*","001:麻布しき 旗の台店","No:202500100003593","0","水","10:会計済","2025/09/17 20:46:37","","","000000009:カウンター９","1","1","0","0","0","0","0","5880","6","5880","534","5346","534","0","0","0","0","0","0","0","0","0","0","5880","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/17 20:46:40","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 19:13:33"
"*","001:麻布しき 旗の台店","No:202500100003594","0","水","10:会計済","2025/09/17 20:47:14","","","000000005:カウンター５","2","2","0","0","0","0","0","7760","10","7760","705","7055","705","0","0","0","0","13000","5240","0","0","0","7760","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","1","20250917204750","2:失敗"," ","1:成功","2025/09/17 20:47:18","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","17","2025/09/17 19:37:59"
"*","001:麻布しき 旗の台店","No:202500100003595","0","木","10:会計済","2025/09/18 12:26:57","","","000000009:カウンター９","2","1","1","0","0","0","0","2300","2","2300","209","2091","209","0","0","0","0","2300","0","0","0","0","2300","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 12:27:01","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:01:38"
"*","001:麻布しき 旗の台店","No:202500100003596","0","木","10:会計済","2025/09/18 12:51:30","","","000000001:カウンター１","1","1","0","0","0","0","0","1100","1","1000","90","910","90","0","0","0","0","0","0","0","0","100","0","0","0","1000","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 12:51:34","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:24:03"
"*","001:麻布しき 旗の台店","No:202500100003597","0","木","11:分割会計済","2025/09/18 13:25:23","","","000000013:テーブル１","4","4","0","0","0","0","0","4330","4","4030","366","3664","366","0","0","0","0","10100","9000","0","0","300","1100","1500","0","1430","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:31:26"
"","001:麻布しき 旗の台店","No:202500100003597","1","木","11:分割会計済","2025/09/18 13:23:03","","","000000013:テーブル１","4","4","0","0","0","0","0","1600","1","1500","136","1364","136","0","0","0","0","0","0","0","0","100","0","1500","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 13:23:06","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:31:26"
"","001:麻布しき 旗の台店","No:202500100003597","2","木","11:分割会計済","2025/09/18 13:24:03","","","000000013:テーブル１","4","4","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","10100","9000","0","0","100","1100","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 13:24:06","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:31:26"
"","001:麻布しき 旗の台店","No:202500100003597","3","木","11:分割会計済","2025/09/18 13:24:44","","","000000013:テーブル１","4","4","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","0","0","0","0","100","0","0","0","1100","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 13:24:47","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:31:26"
"","001:麻布しき 旗の台店","No:202500100003597","4","木","11:分割会計済","2025/09/18 13:25:23","","","000000013:テーブル１","4","4","0","0","0","0","0","330","1","330","30","300","30","0","0","0","0","0","0","0","0","0","0","0","0","330","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 13:25:27","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 12:31:26"
"*","001:麻布しき 旗の台店","No:202500100003598","0","木","10:会計済","2025/09/18 13:46:47","","","000000001:カウンター１","1","1","0","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 13:46:50","1:成功","2025/09/18 21:08:00","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 13:25:51"
"*","001:麻布しき 旗の台店","No:202500100003599","0","木","10:会計済","2025/09/18 18:30:22","","","000000003:カウンター３","2","0","2","0","0","0","0","12120","5","12120","1101","11019","1101","0","0","0","0","20120","8000","0","0","0","12120","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/18 18:30:26","1:成功","2025/09/18 18:34:11","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 17:41:03"
"*","001:麻布しき 旗の台店","No:202500100003600","0","木","10:会計済","2025/09/18 20:31:17","","","000000013:テーブル１","2","1","1","0","0","0","0","13590","15","13590","1235","12355","1235","0","0","0","0","0","0","0","0","0","0","13590","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","1","20250918203121","2:失敗"," ","1:成功","2025/09/18 20:31:21","1:成功","2025/09/18 20:32:05","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 17:55:30"
"*","001:麻布しき 旗の台店","No:202500100003601","0","木","10:会計済","2025/09/18 20:55:42","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","6650","4","6650","492","0","0","6158","492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6650","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/18 20:55:43","","","","","T7010401147721","株式会社 麻布しき","18","2025/09/18 18:32:42"
"*","001:麻布しき 旗の台店","No:202500100003602","0","金","10:会計済","2025/09/19 12:40:21","","","000000009:カウンター９","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0101:オーナー","","","202500100003608","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/19 12:55:52","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 11:43:26"
"*","001:麻布しき 旗の台店","No:202500100003603","0","金","10:会計済","2025/09/19 12:42:29","","","000000013:テーブル１","5","2","3","0","0","0","0","5500","5","5000","454","4546","454","0","0","0","0","0","0","0","0","500","0","5000","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 12:42:33","1:成功","2025/09/19 12:43:09","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 11:44:03"
"*","001:麻布しき 旗の台店","No:202500100003604","0","金","10:会計済","2025/09/19 12:24:25","","","000000001:カウンター１","1","1","0","0","0","0","0","1100","1","1100","100","1000","100","0","0","0","0","1100","0","0","0","0","1100","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 12:24:29","1:成功","2025/09/19 12:29:02","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 11:59:17"
"*","001:麻布しき 旗の台店","No:202500100003605","0","金","10:会計済","2025/09/19 12:40:21","","","000000005:カウンター５","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0101:オーナー","","","202500100003608","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/19 12:55:52","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:18:04"
"*","001:麻布しき 旗の台店","No:202500100003606","0","金","11:分割会計済","2025/09/19 13:24:41","","","000000016:テーブル４","4","4","0","0","0","0","0","7380","7","7380","670","6710","670","0","0","0","0","0","0","0","0","0","0","3660","0","3720","0","0","0","0","0","","","","","6:税率単位","","0","","2:失敗"," ",""," ","1:成功","2025/09/19 13:24:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:30:35"
"","001:麻布しき 旗の台店","No:202500100003606","1","金","11:分割会計済","2025/09/19 13:23:37","","","000000016:テーブル４","4","4","0","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/19 13:23:41","1:成功","2025/09/19 13:24:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:30:35"
"","001:麻布しき 旗の台店","No:202500100003606","2","金","11:分割会計済","2025/09/19 13:23:56","","","000000016:テーブル４","4","4","0","0","0","0","0","1860","2","1860","169","1691","169","0","0","0","0","0","0","0","0","0","0","0","0","1860","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/19 13:24:00","1:成功","2025/09/19 13:24:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:30:35"
"","001:麻布しき 旗の台店","No:202500100003606","3","金","11:分割会計済","2025/09/19 13:24:09","","","000000016:テーブル４","4","4","0","0","0","0","0","1860","2","1860","169","1691","169","0","0","0","0","0","0","0","0","0","0","0","0","1860","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/19 13:24:12","1:成功","2025/09/19 13:24:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:30:35"
"","001:麻布しき 旗の台店","No:202500100003606","4","金","11:分割会計済","2025/09/19 13:24:41","","","000000016:テーブル４","4","4","0","0","0","0","0","2160","2","2160","196","1964","196","0","0","0","0","0","0","0","0","0","0","2160","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","2:失敗"," ","1:成功","2025/09/19 13:24:44","1:成功","2025/09/19 13:24:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:30:35"
"*","001:麻布しき 旗の台店","No:202500100003607","0","金","10:会計済","2025/09/19 13:01:32","","","000000001:カウンター１","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","2000","800","0","0","0","1200","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:01:36","1:成功","2025/09/19 13:06:18","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:32:20"
"*","001:麻布しき 旗の台店","No:202500100003608","0","金","10:会計済","2025/09/19 12:55:36","","","000000005:カウンター５","3","3","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 12:55:40","1:成功","2025/09/19 12:55:52","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 11:43:26"
"*","001:麻布しき 旗の台店","No:202500100003609","0","金","10:会計済","2025/09/19 13:32:48","","","000000009:カウンター９","0","0","0","0","0","0","0","2300","2","2100","190","1910","190","0","0","0","0","10100","8000","0","0","200","2100","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:32:52","1:成功","2025/09/19 13:33:11","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:41:14"
"*","001:麻布しき 旗の台店","No:202500100003610","0","金","10:会計済","2025/09/19 13:07:16","","","000000007:カウンター７","1","1","0","0","0","0","0","1100","1","1100","100","1000","100","0","0","0","0","0","0","0","0","0","0","0","0","1100","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:07:19","1:成功","2025/09/19 13:07:45","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:41:42"
"*","001:麻布しき 旗の台店","No:202500100003611","0","金","11:分割会計済","2025/09/19 13:28:29","","","000000013:テーブル１","5","5","0","0","0","0","0","4830","5","4630","419","4211","419","0","0","0","0","2550","20","0","0","200","2530","1000","0","1100","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"","001:麻布しき 旗の台店","No:202500100003611","1","金","11:分割会計済","2025/09/19 13:26:28","","","000000013:テーブル１","5","5","0","0","0","0","0","1100","1","1000","90","910","90","0","0","0","0","1000","0","0","0","100","1000","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:26:32","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"","001:麻布しき 旗の台店","No:202500100003611","2","金","11:分割会計済","2025/09/19 13:26:54","","","000000013:テーブル１","5","5","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","1200","0","0","0","0","1200","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:26:57","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"","001:麻布しき 旗の台店","No:202500100003611","3","金","11:分割会計済","2025/09/19 13:27:08","","","000000013:テーブル１","5","5","0","0","0","0","0","1100","1","1100","100","1000","100","0","0","0","0","0","0","0","0","0","0","0","0","1100","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:27:12","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"","001:麻布しき 旗の台店","No:202500100003611","4","金","11:分割会計済","2025/09/19 13:27:54","","","000000013:テーブル１","5","5","0","0","0","0","0","1100","1","1000","90","910","90","0","0","0","0","0","0","0","0","100","0","1000","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:27:57","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"","001:麻布しき 旗の台店","No:202500100003611","5","金","11:分割会計済","2025/09/19 13:28:29","","","000000013:テーブル１","5","5","0","0","0","0","0","330","1","330","30","300","30","0","0","0","0","350","20","0","0","0","330","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:28:33","1:成功","2025/09/19 13:32:22","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 12:47:42"
"*","001:麻布しき 旗の台店","No:202500100003612","0","金","10:会計済","2025/09/19 13:40:01","","","000000003:カウンター３","2","0","2","0","0","0","0","2700","2","2700","245","2455","245","0","0","0","0","0","0","0","0","0","0","0","0","2700","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/19 13:40:05","1:成功","2025/09/19 13:48:13","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 13:06:36"
"*","001:麻布しき 旗の台店","No:202500100003613","0","金","10:会計済","2025/09/19 20:40:16","","","000000001:カウンター１","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/19 20:40:18","","","","","T7010401147721","株式会社 麻布しき","19","2025/09/19 16:20:10"
"*","001:麻布しき 旗の台店","No:202500100003614","0","土","10:会計済","2025/09/20 12:21:51","","","000000009:カウンター９","2","1","1","0","0","0","0","3330","3","3330","302","3028","302","0","0","0","0","0","0","0","0","0","0","3330","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 12:21:55","1:成功","2025/09/20 12:23:13","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 10:44:46"
"*","001:麻布しき 旗の台店","No:202500100003615","0","土","10:会計済","2025/09/20 12:26:05","","","000000013:テーブル１","2","1","1","0","0","0","0","6450","4","6450","586","5864","586","0","0","0","0","0","0","0","0","0","0","0","0","6450","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250920122608","1:成功"," ","1:成功","2025/09/20 12:26:08","1:成功","2025/09/20 12:26:22","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 11:35:44"
"*","001:麻布しき 旗の台店","No:202500100003616","0","土","10:会計済","2025/09/20 12:15:49","","","000000014:テーブル２","3","1","2","0","0","0","0","5100","3","5100","463","4637","463","0","0","0","0","10100","5000","0","0","0","5100","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 12:15:53","1:成功","2025/09/20 12:19:08","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 11:41:57"
"*","001:麻布しき 旗の台店","No:202500100003617","0","土","10:会計済","2025/09/20 12:28:25","","","000000001:カウンター１","1","1","0","0","0","0","0","4950","2","4950","450","4500","450","0","0","0","0","5000","50","0","0","0","4950","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 12:28:29","1:成功","2025/09/20 12:31:28","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 11:47:51"
"*","001:麻布しき 旗の台店","No:202500100003618","0","土","10:会計済","2025/09/20 12:24:46","","","000000005:カウンター５","2","1","1","0","0","0","0","6200","2","6200","563","5637","563","0","0","0","0","0","0","0","0","0","0","6200","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/20 12:24:49","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 11:50:26"
"*","001:麻布しき 旗の台店","No:202500100003619","0","土","10:会計済","2025/09/20 12:21:14","","","000000016:テーブル４","3","1","2","0","0","0","0","4350","4","4350","395","3955","395","0","0","0","0","0","0","0","0","0","0","4350","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 12:21:17","1:成功","2025/09/20 12:21:20","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 11:50:43"
"*","001:麻布しき 旗の台店","No:202500100003620","0","土","10:会計済","2025/09/20 13:03:28","","","000000007:カウンター７","1","1","0","0","0","0","0","6400","2","6400","581","5819","581","0","0","0","0","10000","3600","0","0","0","6400","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 13:03:32","1:成功","2025/09/20 13:04:54","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 12:01:51"
"*","001:麻布しき 旗の台店","No:202500100003621","0","土","10:会計済","2025/09/20 12:40:51","","","000000003:カウンター３","3","2","1","0","0","0","0","4940","4","4940","449","4491","449","0","0","0","0","0","0","0","0","0","0","0","0","4940","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/20 12:40:55","1:成功","2025/09/20 12:45:32","","","","","T7010401147721","株式会社 麻布しき","20","2025/09/20 12:08:52"
