2026/04/20 09:16 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お通し","00000004006:お通し","","660","2026/04/16 17:42:12","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お通し","00000004006:お通し","","660","2026/04/16 17:42:12","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お通し","00000004006:お通し","","660","2026/04/16 17:42:12","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お通し","00000004006:お通し","","660","2026/04/16 17:42:12","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お通し","00000004006:お通し","","660","2026/04/16 17:42:12","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:32:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:32:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:32:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:32:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","お刺身","00000001072:お刺身盛合せ","四点x1","3850","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","焼き物","00000000066:ぎんだら焼","","1800","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","揚げ物","00000001081:チキン南蛮","","1300","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","サラダ","00000001077:シーザー風サラダ","","1600","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000003209:フライドポテト","明太マヨx1","440","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000003209:フライドポテト","明太マヨx1","440","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000004414:らっきょう浅漬け","","0","2026/04/16 18:37:32","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","一品料理","00000000083:マグロ納豆","","1100","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","一品料理","00000000135:お新香盛","","770","2026/04/16 18:37:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:46:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ボトル","00000003242:しき焼酎（麦）ボトル","","3900","2026/04/16 18:46:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ボトル","00000001162:ボトルセット","","660","2026/04/16 18:46:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ボトル","00000001162:ボトルセット","","660","2026/04/16 18:46:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ボトル","00000001162:ボトルセット","","660","2026/04/16 18:46:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","一品料理","00000000253:美味い梅","","220","2026/04/16 18:47:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","一品料理","00000000253:美味い梅","","220","2026/04/16 18:47:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","一品料理","00000000253:美味い梅","","220","2026/04/16 18:47:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ボトル","00000001162:ボトルセット","","660","2026/04/16 18:51:21","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 18:52:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","ふぐ料理","00000000092:ふぐ刺し","","6600","2026/04/16 19:02:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","ふぐ料理","00000000092:ふぐ刺し","","6600","2026/04/16 19:02:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","ふぐ料理","00000000092:ふぐ刺し","","6600","2026/04/16 19:02:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000002262:貴","","1100","2026/04/16 19:05:42","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000002262:貴","","1100","2026/04/16 19:05:42","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 19:06:44","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 19:06:44","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 19:06:44","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 19:06:44","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 19:06:44","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000123:つぎ酒","","660","2026/04/16 19:30:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000123:つぎ酒","","660","2026/04/16 19:30:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","ドリンク","日本酒","00000000123:つぎ酒","","660","2026/04/16 19:30:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","TO/出前","鰻料理","00000004053:TO)うな重 梅","","4200","2026/04/16 19:35:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000002648:うなぷりん","","660","2026/04/16 19:36:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000002648:うなぷりん","","660","2026/04/16 19:36:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:42:04","2026/04/16 20:25:19","5","83080","49","フード","おすすめ","00000002648:うなぷりん","","660","2026/04/16 19:36:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:55:53","2026/04/16 21:08:46","0","8450","2","出前館","鰻料理","00000004378:出前館うな重松","","7700","2026/04/16 17:56:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:55:53","2026/04/16 21:08:46","0","8450","2","出前館","鰻料理","00000004384:出前館肝焼き","","750","2026/04/16 17:56:15","1","20:配膳済"
"2026/04/16","木","2026/04/16 18:32:39","2026/04/16 21:08:53","0","1500","1","ロケットナウ","お弁当","00000003825:ロケットサバの一夜干し弁当","","1500","2026/04/16 18:32:39","1","20:配膳済"
"2026/04/16","木","2026/04/16 18:40:53","2026/04/16 21:09:01","0","4200","1","ロケットナウ","鰻料理","00000003689:ロケットうな重梅","","4200","2026/04/16 18:40:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 18:56:20","2026/04/16 21:09:14","0","8450","3","ウーバーイーツ","鰻料理","00000004084:uberうな重松","","7700","2026/04/16 18:56:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 18:56:20","2026/04/16 21:09:14","0","8450","3","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","","0","2026/04/16 18:56:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 18:56:20","2026/04/16 21:09:14","0","8450","3","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","","750","2026/04/16 18:56:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:11:05","2026/04/16 21:09:23","0","3300","2","ウーバーイーツ","お弁当","00000004072:uber生姜焼き弁当","","1900","2026/04/16 20:11:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:11:05","2026/04/16 21:09:23","0","3300","2","ウーバーイーツ","揚げ物","00000004104:uberメヒカリの唐揚げ","","1400","2026/04/16 20:11:05","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","お通し","00000004006:お通し","","660","2026/04/16 20:49:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","お通し","00000004006:お通し","","660","2026/04/16 20:49:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","お通し","00000004006:お通し","","660","2026/04/16 20:49:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/16 20:50:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/16 20:50:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","一品料理","00000000135:お新香盛","","770","2026/04/16 20:50:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","一品料理","00000000085:ガツ刺し","","1100","2026/04/16 20:50:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","鰻料理","00000000051:うなぎ蒲焼","","6000","2026/04/16 20:51:31","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","おすすめ","00000000899:骨せんべい","","440","2026/04/16 20:51:31","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","フード","お刺身","00000001072:お刺身盛合せ","三点２人前x1","2200","2026/04/16 20:51:31","1","20:配膳済"
"2026/04/16","木","2026/04/16 20:49:50","2026/04/16 21:31:56","3","15190","11","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/16 21:06:34","1","20:配膳済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","フード","お通し","00000004006:お通し","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","フード","お通し","00000004006:お通し","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","フード","お通し","00000004006:お通し","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","フード","お通し","00000004006:お通し","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","フード","お通し","00000004006:お通し","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 21:05:07","2026/04/16 21:25:29","5","0","0","ドリンク","ソフトドリンク","00000000047:コーラ","","0","2026/04/16 21:05:07","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:12:30","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:12:30","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:12:30","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:12:30","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:12:30","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:18","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:18","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:18","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:18","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:18","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","0","2026/04/16 22:14:25","0","30:キャンセル済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/16 22:54:23","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/17 00:11:52","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/17 00:11:52","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/17 00:11:52","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/17 00:11:52","1","20:配膳済"
"2026/04/17","金","2026/04/16 22:12:04","2026/04/17 00:12:08","5","22000","11","フード","フリー","00000000104:フードフリー1","","2000","2026/04/17 00:11:52","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:05:37","2026/04/17 12:21:35","2","2200","2","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/17 12:05:37","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:05:37","2026/04/17 12:21:35","2","2200","2","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 並盛x1","1100","2026/04/17 12:05:37","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:09:43","2026/04/17 12:31:05","2","2400","2","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","2026/04/17 12:09:43","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:09:43","2026/04/17 12:31:05","2","2400","2","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","2026/04/17 12:09:43","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:32","4","4800","4","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:32","4","4800","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:32","4","4800","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:32","4","4800","4","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:57:58","4","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:58:56","4","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:16","4","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:21","2026/04/17 12:59:32","4","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/17 12:17:16","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 12:16:12","3","0","0","","","","","0"," ","1",""
"2026/04/17","金","2026/04/17 12:14:50","2026/04/17 12:16:12","2","0","0","","","","","0"," ","1",""
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","5700","5","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","5700","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","5700","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","5700","5","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","5700","5","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:08:04","5","1100","1","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:08:25","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:08:39","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:29","5","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:13:32","2026/04/17 13:09:38","5","1100","1","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/17 12:16:56","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 大盛りx1","1100","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","8200","7","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:04:35","8","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:04:53","8","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:04:53","8","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:07:21","8","1100","1","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 大盛りx1","1100","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:19","8","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:43","8","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:17","2026/04/17 13:12:50","8","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:19:00","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:29","2026/04/17 13:06:42","4","4800","4","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/17 12:21:03","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:29","2026/04/17 13:06:42","4","4800","4","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/17 12:21:03","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:29","2026/04/17 13:06:42","4","4800","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:21:03","1","20:配膳済"
"2026/04/17","金","2026/04/17 12:16:29","2026/04/17 13:06:42","4","4800","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/17 12:21:03","1","20:配膳済"
