取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,1,
RB0120260524185111000,2026/05/24,20:44:17,18960,18960,1723,0,18960,1723,0,18960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-440,-440,3,6,01:53:06,"E","平川",7B431A4C6DE8405B94E94CCF83A08F3C,"コース&セット","5000円飲み放題付（2時間制）",5000,3,""
RB0120260524185111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B431A4C6DE8405B94E94CCF83A08F3C,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260524185111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B431A4C6DE8405B94E94CCF83A08F3C,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260524185111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7B431A4C6DE8405B94E94CCF83A08F3C,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260524194157000,2026/05/24,20:46:07,6300,6300,572,0,6300,572,6500,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,3,6,01:04:10,"A","平川",193E7413563F48A4B8DB8B1AF4D97B12,"その他","tablecharge",600,3,""
RB0120260524194157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193E7413563F48A4B8DB8B1AF4D97B12,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260524194157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193E7413563F48A4B8DB8B1AF4D97B12,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260524194157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193E7413563F48A4B8DB8B1AF4D97B12,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260524210641000,2026/05/24,21:44:33,4600,4600,418,0,4600,418,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:37:52,"A","橋本",EBEACE460BF74BECAF21D0800E3903CD,"その他","tablecharge",600,2,"海外"
RB0120260524210641000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBEACE460BF74BECAF21D0800E3903CD,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260524210641000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBEACE460BF74BECAF21D0800E3903CD,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260524203702000,2026/05/24,21:47:17,7700,7700,700,0,7700,700,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,01:10:15,"C","橋本",154033744A2B4B3DA91AE805C004B2A2,"その他","tablecharge",600,2,""
RB0120260524203702000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154033744A2B4B3DA91AE805C004B2A2,"ワイン","テバルド・ビアンコ",6500,1,
RB0120260524212658000,2026/05/24,21:48:58,4300,4300,390,0,4300,390,0,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:22:00,"7, 8","橋本",9D3EE9A144BA478C95DCFC8F7C1E5B51,"その他","tablecharge",600,2,""
RB0120260524212658000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D3EE9A144BA478C95DCFC8F7C1E5B51,"ワイン（グラス）","パナメラ・シャルドネ",1600,1,
RB0120260524212658000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D3EE9A144BA478C95DCFC8F7C1E5B51,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260524214954000,2026/05/24,22:34:57,5800,5800,527,0,5800,527,0,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,00:45:03,"6","橋本",481D99D976CB43FDA470D531AFF23412,"その他","tablecharge",600,1,""
RB0120260524214954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481D99D976CB43FDA470D531AFF23412,"その他","丸氷",100,1,
RB0120260524214954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481D99D976CB43FDA470D531AFF23412,"ワイン（グラス）","パナメラ・カルベネ・ソーヴィニョン",1600,1,
RB0120260524214954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481D99D976CB43FDA470D531AFF23412,"ウイスキー","アードベック 10年",1600,1,
RB0120260524214954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481D99D976CB43FDA470D531AFF23412,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260524215131000,2026/05/24,23:02:30,11700,11700,1063,0,11700,1063,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,01:10:58,"E","橋本",1F644E278F29471791908F0979F563D6,"その他","tablecharge",600,5,"海外"
RB0120260524215131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F644E278F29471791908F0979F563D6,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260524215131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F644E278F29471791908F0979F563D6,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260524215131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F644E278F29471791908F0979F563D6,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260524215131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F644E278F29471791908F0979F563D6,"JAPANESE COCKTAIL","シルキー麹サワー",1900,1,
RB0120260524215131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F644E278F29471791908F0979F563D6,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260524212603000,2026/05/24,23:25:57,2700,2700,245,0,2700,245,3000,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,3,01:59:54,"4","橋本",2A524ED32B594C0982F7DA3D74AE2CC6,"未設定","No charge",0,1,""
RB0120260524212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A524ED32B594C0982F7DA3D74AE2CC6,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260524212603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A524ED32B594C0982F7DA3D74AE2CC6,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260525183639000,2026/05/25,21:14:29,42400,42400,3854,0,42400,3854,0,42400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,02:37:49,"E","橋本",8C4E9463339E4F58BDEED8131C3689F4,"その他","tablecharge",600,4,"新規"
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"ビール","ガージェリー",1300,7,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"NEW CLASSIC COCKTAIL","森のジントニック",1500,3,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"BAR SNACKS ","オリーブ",700,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"BAR SNACKS ","ビーツのフムス",900,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"COLD APPETIZERS","ケールとベリーのサラダ",1300,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"HOT APPETIZERS","にんじんのソテー",1300,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"MAIN DISHES","モルタデッラサンド",1500,1,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"MAIN DISHES","ミントのジェノベーゼ",1900,2,
RB0120260525183639000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C4E9463339E4F58BDEED8131C3689F4,"MAIN DISHES","ボロネーゼラザニア",2100,2,
RB0120260525213822000,2026/05/25,22:38:10,4600,4600,418,0,4600,418,5000,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,2,4,00:59:48,"A","橋本",FD0BE13C7F74446BA1ECB348758589D0,"その他","tablecharge",600,2,"新規"
RB0120260525213822000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD0BE13C7F74446BA1ECB348758589D0,"ウイスキー","グレンフィディック12年",1600,1,
RB0120260525213822000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD0BE13C7F74446BA1ECB348758589D0,"ジャパニーズウイスキー","余市",1800,1,
RB0120260525215638000,2026/05/25,23:11:11,5700,5700,518,0,5700,518,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,01:14:33,"E","橋本",81AE265CA99C4FEEB84F54ABC5297226,"その他","tablecharge",600,2,"新規"
RB0120260525215638000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81AE265CA99C4FEEB84F54ABC5297226,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2,
RB0120260525215638000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81AE265CA99C4FEEB84F54ABC5297226,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260525225723000,2026/05/25,23:22:07,3700,3700,336,0,3700,336,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:24:43,"7, 8","橋本",0D9E004E4A7E4D06840296842EA039F3,"その他","ドリンク",1500,1,"海外"
RB0120260525225723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D9E004E4A7E4D06840296842EA039F3,"その他","tablecharge",600,2,
RB0120260525225723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D9E004E4A7E4D06840296842EA039F3,"ビール","ハートランド",1000,1,
RB0120260525224555000,2026/05/25,23:39:56,5200,5200,472,0,5200,472,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:54:01,"C","橋本",4701603FE5B1410A855D0150C3C81A72,"その他","tablecharge",600,2,"海外"
RB0120260525224555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701603FE5B1410A855D0150C3C81A72,"ウイスキー","ラガヴーリン 16年",2500,1,
RB0120260525224555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701603FE5B1410A855D0150C3C81A72,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260526192746000,2026/05/26,20:12:25,5400,5400,490,0,5400,490,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,00:44:39,"7, 8","橋本",580B3945A7AA47C9B6F87D873EB17161,"その他","tablecharge",600,2,""
RB0120260526192746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580B3945A7AA47C9B6F87D873EB17161,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260526192746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580B3945A7AA47C9B6F87D873EB17161,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260526192746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580B3945A7AA47C9B6F87D873EB17161,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260526183059000,2026/05/26,21:42:21,28000,28000,2545,0,28000,2545,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,03:11:22,"E","橋本",92D9A2654E214B15AB1D5B3468505925,"未設定","7000円飲み放題付（3時間制）",7000,4,""
RB0120260526203030000,2026/05/26,22:34:18,10200,10200,927,0,10200,927,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,02:03:48,"5, 6","橋本",327F893B034E4DF6AC4012B1C142A794,"未設定","No charge",0,2,""
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"デザート","バースデープレート",1500,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260526203030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327F893B034E4DF6AC4012B1C142A794,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260526212712000,2026/05/26,23:07:48,8100,8100,736,0,8100,736,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:40:36,"A","橋本",02FD1E203C314EE9AB3D805DA914CF4A,"その他","tablecharge",600,2,""
RB0120260526212712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02FD1E203C314EE9AB3D805DA914CF4A,"ワイン（グラス）","パナメラ・カルベネ・ソーヴィニョン",1600,2,
RB0120260526212712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02FD1E203C314EE9AB3D805DA914CF4A,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2,
RB0120260526212712000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02FD1E203C314EE9AB3D805DA914CF4A,"BAR SNACKS ","オリーブ",700,1,
RB0120260526223124000,2026/05/26,23:33:26,10200,10200,927,0,10200,927,0,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:02:01,"8, 9","橋本",BC9785D91E254739AC4461C21DE1761E,"その他","tablecharge",600,2,""
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"ワイン（グラス）","パナメラ・シャルドネ",1600,1,
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"BAR SNACKS ","ビーツのフムス",900,1,
RB0120260526223124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC9785D91E254739AC4461C21DE1761E,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260528181330000,2026/05/28,20:10:40,8700,8700,790,0,8700,790,0,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:57:09,"A","橋本",467282C07C0B4753A92F924E4C42AFF5,"その他","tablecharge",600,2,"新規"
RB0120260528181330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467282C07C0B4753A92F924E4C42AFF5,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260528181330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467282C07C0B4753A92F924E4C42AFF5,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260528181330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467282C07C0B4753A92F924E4C42AFF5,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260528181330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467282C07C0B4753A92F924E4C42AFF5,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260528181330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467282C07C0B4753A92F924E4C42AFF5,"MAIN DISHES","ミントのジェノベーゼ",1900,1,
RB0120260528185508000,2026/05/28,21:08:17,22400,22400,2036,0,22400,2036,25400,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,4,8,02:13:09,"E","橋本",B2D745B785244E3CBC004EB34620C4A9,"その他","tablecharge",600,4,""
RB0120260528185508000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2D745B785244E3CBC004EB34620C4A9,"コース&セット","5000円飲み放題付（2時間制）",5000,4,
RB0120260528192238000,2026/05/28,21:21:24,20000,20000,1818,0,20000,1818,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,01:58:46,"C","橋本",31D064BEB197490A8254999F29792035,"その他","tablecharge",600,2,""
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"ビール","ハートランド",1000,2,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"ウイスキー","アベラワー 12年",1600,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"HOT APPETIZERS","にんじんのソテー",1300,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260528192238000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31D064BEB197490A8254999F29792035,"MAIN DISHES","ミントのジェノベーゼ",1900,1,
RB0120260528192205000,2026/05/28,21:29:19,5700,5700,518,0,5700,518,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,02:07:13,"B","橋本",6611155D7FFE4FCAB76120BDAEFD4243,"その他","tablecharge",600,2,"リピーター"
RB0120260528192205000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611155D7FFE4FCAB76120BDAEFD4243,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260528192205000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611155D7FFE4FCAB76120BDAEFD4243,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260528192205000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611155D7FFE4FCAB76120BDAEFD4243,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260528222941000,2026/05/28,23:40:08,6700,6700,609,0,6700,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,01:10:27,"6","橋本",0E725B140C7B41808C25980092F50605,"未設定","No charge",0,1,"平川友人"
RB0120260528222941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E725B140C7B41808C25980092F50605,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260528222941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E725B140C7B41808C25980092F50605,"JAPANESE COCKTAIL","シルキー麹サワー",1900,1,
RB0120260528222941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E725B140C7B41808C25980092F50605,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260528222941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E725B140C7B41808C25980092F50605,"BAR SNACKS ","BAR 専用チョコレート",600,1,
RB0120260528222941000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E725B140C7B41808C25980092F50605,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260528214254000,2026/05/28,23:58:35,17500,17500,1590,0,17500,1590,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,02:15:40,"E","橋本",B3D2475E70BC4E8F97A14212E6EEDB7D,"その他","tablecharge",600,4,"リピーター"
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"ジン","ジン",1500,4,
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2,
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260528214254000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D2475E70BC4E8F97A14212E6EEDB7D,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260528230704000,2026/05/28,23:59:33,4600,4600,418,0,4600,418,10600,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,2,4,00:52:29,"A","橋本",3B111ECE184542BEAFE31D201972E5E9,"その他","tablecharge",600,2,"新規"
RB0120260528230704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B111ECE184542BEAFE31D201972E5E9,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260528230704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B111ECE184542BEAFE31D201972E5E9,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260529191032000,2026/05/29,19:59:19,4200,4200,381,0,4200,381,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:48:46,"5, 6","橋本",F34503C219C24FDB9A9043765933624F,"その他","tablecharge",600,2,"海外"
RB0120260529191032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F34503C219C24FDB9A9043765933624F,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260529191032000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F34503C219C24FDB9A9043765933624F,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
