来店日,来店時間,合計,人数,商品点数,カテゴリー名,メニュー名,価格,注文数量,来店日時,曜日,会計ID
2025/8/17,17:55:53,2800.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-17 17:55:53,日,185
2025/8/17,17:55:53,2800.0,1.0,3.0,物販,宇治抹茶ラテ「あさゆう」※,1640,1,2025-08-17 17:55:53,日,185
2025/8/17,16:14:13,2040.0,1.0,3.0,ドリンク,あらびき茶→深蒸し煎茶 ゆたかみどり(和香園),580,1,2025-08-17 16:14:13,日,187
2025/8/17,16:14:13,2040.0,1.0,3.0,ドリンク,千休抹茶シェイク,880,1,2025-08-17 16:14:13,日,187
2025/8/17,16:14:13,2040.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-17 16:14:13,日,187
2025/8/17,16:14:13,1314.0,1.0,2.0,ドリンク,千休抹茶シェイク,880,1,2025-08-17 16:14:13,日,188
2025/8/17,16:14:13,1314.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-17 16:14:13,日,188
2025/8/17,19:28:30,1160.0,1.0,2.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-17 19:28:30,日,189
2025/8/17,19:28:30,1160.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-17 19:28:30,日,189
2025/8/17,21:11:29,3860.0,2.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-17 21:11:29,日,190
2025/8/17,21:11:29,3860.0,2.0,4.0,スイーツ,あんこカヌレ,580,1,2025-08-17 21:11:29,日,190
2025/8/17,21:11:29,3860.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-17 21:11:29,日,190
2025/8/17,21:11:29,3860.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-17 21:11:29,日,190
2025/8/18,11:30:01,5420.0,3.0,6.0,テイクアウト,TO千休抹茶ラテ,680,3,2025-08-18 11:30:01,月,191
2025/8/18,11:30:01,5420.0,3.0,6.0,フード,だし巻きサンドイッチ,980,1,2025-08-18 11:30:01,月,191
2025/8/18,11:30:01,5420.0,3.0,6.0,フード,魚プレート,1200,2,2025-08-18 11:30:01,月,191
2025/8/18,12:12:55,3860.0,2.0,5.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-18 12:12:55,月,192
2025/8/18,12:12:55,3860.0,2.0,5.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-18 12:12:55,月,192
2025/8/18,12:12:55,3860.0,2.0,5.0,フード,肉プレート,1200,1,2025-08-18 12:12:55,月,192
2025/8/18,12:12:55,3860.0,2.0,5.0,フード,魚プレート,1200,1,2025-08-18 12:12:55,月,192
2025/8/18,12:12:55,3860.0,2.0,5.0,テイクアウト,TOオーツミルク,100,1,2025-08-18 12:12:55,月,192
2025/8/18,12:31:36,1980.0,1.0,3.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-18 12:31:36,月,193
2025/8/18,12:31:36,1980.0,1.0,3.0,フード,魚プレート,1200,1,2025-08-18 12:31:36,月,193
2025/8/18,12:31:36,1980.0,1.0,3.0,テイクアウト,TOオーツミルク,100,1,2025-08-18 12:31:36,月,193
2025/8/18,12:31:36,1200.0,1.0,1.0,フード,肉プレート,1200,1,2025-08-18 12:31:36,月,194
2025/8/18,12:48:13,2910.0,2.0,4.0,スイーツ,あんこカヌレ,580,1,2025-08-18 12:48:13,月,195
2025/8/18,12:48:13,2910.0,2.0,4.0,フード,だし巻きサンドイッチ,980,1,2025-08-18 12:48:13,月,195
2025/8/18,12:48:13,2910.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-18 12:48:13,月,195
2025/8/18,12:48:13,2910.0,2.0,4.0,ドリンクセット,ドリンクセット(グレープフルーツ),150,1,2025-08-18 12:48:13,月,195
2025/8/18,12:51:06,1200.0,1.0,1.0,フード,魚プレート,1200,1,2025-08-18 12:51:06,月,196
2025/8/18,12:51:06,1200.0,1.0,1.0,フード,カレープレート,1200,1,2025-08-18 12:51:06,月,196
2025/8/18,12:55:14,2640.0,2.0,3.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-18 12:55:14,月,197
2025/8/18,12:55:14,2640.0,2.0,3.0,フード,だし巻きサンドイッチ,980,1,2025-08-18 12:55:14,月,197
2025/8/18,12:55:14,2640.0,2.0,3.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-18 12:55:14,月,197
2025/8/18,13:32:41,1960.0,2.0,2.0,テイクアウト,TOだし巻きサンドイッチ,980,1,2025-08-18 13:32:41,月,198
2025/8/18,13:32:41,1960.0,2.0,2.0,テイクアウト,TOチキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-18 13:32:41,月,198
2025/8/18,14:25:45,3960.0,2.0,4.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-18 14:25:45,月,199
2025/8/18,14:25:45,3960.0,2.0,4.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-18 14:25:45,月,199
2025/8/18,14:25:45,3960.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-18 14:25:45,月,199
2025/8/18,14:25:45,3960.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-18 14:25:45,月,199
2025/8/18,15:49:26,1404.0,1.0,4.0,ドリンク,あんこカフェ・オレ,680,2,2025-08-18 15:49:26,月,200
2025/8/18,15:49:26,1404.0,1.0,4.0,ドリンク,オーツミルク,100,2,2025-08-18 15:49:26,月,200
2025/8/18,18:20:21,1134.0,2.0,2.0,スイーツ,あんこわらび餅,680,1,2025-08-18 18:20:21,月,201
2025/8/18,18:20:21,1134.0,2.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-18 18:20:21,月,201
2025/8/18,19:34:38,1740.0,1.0,3.0,テイクアウト,TO栄養紅茶(HOT/ICE),580,1,2025-08-18 19:34:38,月,202
2025/8/18,19:34:38,1740.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-18 19:34:38,月,202
2025/8/18,19:45:56,1260.0,1.0,2.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-18 19:45:56,月,203
2025/8/18,19:45:56,1260.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-18 19:45:56,月,203
2025/8/18,19:49:29,2320.0,1.0,4.0,テイクアウト,TOあんこカヌレ,580,4,2025-08-18 19:49:29,月,204
2025/8/20,12:06:55,1960.0,1.0,2.0,テイクアウト,TOチキンソテーと彩り野菜のサンドイッチ,980,2,2025-08-20 12:06:55,水,205
2025/8/20,14:36:54,1692.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-20 14:36:54,水,206
2025/8/20,14:36:54,1692.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-20 14:36:54,水,206
2025/8/20,12:10:20,2160.0,2.0,2.0,フード,魚プレート,1200,2,2025-08-20 12:10:20,水,207
2025/8/20,15:54:36,1044.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-20 15:54:36,水,208
2025/8/20,16:19:48,1560.0,1.0,4.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-20 16:19:48,水,209
2025/8/20,16:19:48,1560.0,1.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-20 16:19:48,水,209
2025/8/20,16:19:48,1560.0,1.0,4.0,ドリンク,オーツミルク,100,1,2025-08-20 16:19:48,水,209
2025/8/20,16:19:48,1560.0,1.0,4.0,ドリンク,オーツミルク,100,1,2025-08-20 16:19:48,水,209
2025/8/20,16:31:55,792.0,1.0,1.0,ドリンク,千休抹茶シェイク,880,1,2025-08-20 16:31:55,水,210
2025/8/20,16:35:30,580.0,1.0,1.0,スイーツ,あんこカヌレ,580,1,2025-08-20 16:35:30,水,211
2025/8/20,13:35:57,4057.0,1.0,7.0,スイーツ,あんこカヌレ,580,1,2025-08-20 13:35:57,水,212
2025/8/20,13:35:57,4057.0,1.0,7.0,テイクアウト,TOあんこカヌレ,580,4,2025-08-20 13:35:57,水,212
2025/8/20,13:35:57,4057.0,1.0,7.0,フード,魚プレート,1200,1,2025-08-20 13:35:57,水,212
2025/8/20,13:35:57,4057.0,1.0,7.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-20 13:35:57,水,212
2025/8/20,16:39:23,1080.0,1.0,1.0,フード,魚プレート,1200,1,2025-08-20 16:39:23,水,213
2025/8/20,17:36:35,1260.0,1.0,2.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-20 17:36:35,水,214
2025/8/20,17:36:35,1260.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-20 17:36:35,水,214
2025/8/20,16:01:57,4700.0,2.0,6.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-20 16:01:57,水,215
2025/8/20,16:01:57,4700.0,2.0,6.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-20 16:01:57,水,215
2025/8/20,16:01:57,4700.0,2.0,6.0,スイーツ,あんこわらび餅,680,1,2025-08-20 16:01:57,水,215
2025/8/20,16:01:57,4700.0,2.0,6.0,スイーツ,あんこカヌレ,580,1,2025-08-20 16:01:57,水,215
2025/8/20,16:01:57,4700.0,2.0,6.0,スイーツ,あんこカヌレ,580,1,2025-08-20 16:01:57,水,215
2025/8/20,16:01:57,4700.0,2.0,6.0,フード,すき焼き（HEGE）,1500,1,2025-08-20 16:01:57,水,215
2025/8/20,18:17:05,890.0,1.0,1.0,物販,ローストアーモンドシュガーソルト 50g,890,1,2025-08-20 18:17:05,水,216
2025/8/20,19:42:30,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-20 19:42:30,水,217
2025/8/20,20:14:06,4100.0,1.0,5.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-20 20:14:06,水,218
2025/8/20,20:14:06,4100.0,1.0,5.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-20 20:14:06,水,218
2025/8/20,20:14:06,4100.0,1.0,5.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-20 20:14:06,水,218
2025/8/20,20:14:06,4100.0,1.0,5.0,テイクアウト,TOだし巻きサンドイッチ,980,1,2025-08-20 20:14:06,水,218
2025/8/20,20:14:06,4100.0,1.0,5.0,テイクアウト,TOチキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-20 20:14:06,水,218
2025/8/21,11:46:09,2460.0,1.0,3.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-21 11:46:09,木,219
2025/8/21,11:46:09,2460.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-21 11:46:09,木,219
2025/8/21,11:46:09,2460.0,1.0,3.0,フード,魚プレート,1200,1,2025-08-21 11:46:09,木,219
2025/8/21,12:22:02,1930.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-21 12:22:02,木,220
2025/8/21,12:22:02,1930.0,1.0,3.0,フード,カレープレート,1200,1,2025-08-21 12:22:02,木,220
2025/8/21,12:22:02,1930.0,1.0,3.0,ドリンク,アーモンドミルク,50,1,2025-08-21 12:22:02,木,220
2025/8/21,12:58:36,2460.0,1.0,3.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-21 12:58:36,木,221
2025/8/21,12:58:36,2460.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-21 12:58:36,木,221
2025/8/21,12:58:36,2460.0,1.0,3.0,フード,肉プレート,1200,1,2025-08-21 12:58:36,木,221
2025/8/21,13:35:33,1044.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-21 13:35:33,木,222
2025/8/21,11:37:11,1880.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-21 11:37:11,木,223
2025/8/21,11:37:11,1880.0,1.0,2.0,フード,魚プレート,1200,1,2025-08-21 11:37:11,木,223
2025/8/21,11:37:02,1260.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-21 11:37:02,木,224
2025/8/21,11:37:02,1260.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-21 11:37:02,木,224
2025/8/21,11:37:11,1880.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-21 11:37:11,木,223
2025/8/21,11:37:11,1880.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-21 11:37:11,木,223
2025/8/21,11:37:02,1260.0,3.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-21 11:37:02,木,225
2025/8/21,11:37:02,1260.0,3.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-21 11:37:02,木,225
2025/8/21,11:37:11,1350.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-21 11:37:11,木,226
2025/8/21,11:37:11,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(紅茶),150,1,2025-08-21 11:37:11,木,226
2025/8/21,11:37:11,2180.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-21 11:37:11,木,227
2025/8/21,11:37:11,2180.0,1.0,3.0,フード,カレープレート,1200,1,2025-08-21 11:37:11,木,227
2025/8/21,11:37:11,2180.0,1.0,3.0,ドリンク,お子さまアップルジュース,300,1,2025-08-21 11:37:11,木,227
2025/8/21,11:37:11,1350.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-21 11:37:11,木,226
2025/8/21,11:37:11,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(紅茶),150,1,2025-08-21 11:37:11,木,226
2025/8/21,14:21:33,3280.0,2.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-21 14:21:33,木,228
2025/8/21,14:21:33,3280.0,2.0,5.0,フード,肉プレート,1200,2,2025-08-21 14:21:33,木,228
2025/8/21,14:21:33,3280.0,2.0,5.0,ドリンクセット,ドリンクセット(紅茶),150,1,2025-08-21 14:21:33,木,228
2025/8/21,14:21:33,3280.0,2.0,5.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-21 14:21:33,木,228
2025/8/21,15:43:10,880.0,1.0,1.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-21 15:43:10,木,229
2025/8/21,16:57:57,1260.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-21 16:57:57,木,230
2025/8/21,16:57:57,1260.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-21 16:57:57,木,230
2025/8/21,17:01:34,1940.0,1.0,3.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-21 17:01:34,木,231
2025/8/21,17:01:34,1940.0,1.0,3.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-21 17:01:34,木,231
2025/8/21,17:01:34,1940.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-21 17:01:34,木,231
2025/8/21,18:19:26,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-21 18:19:26,木,232
2025/8/21,19:04:18,1350.0,1.0,2.0,フード,魚プレート,1200,1,2025-08-21 19:04:18,木,233
2025/8/21,19:04:18,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-21 19:04:18,木,233
2025/8/21,19:39:35,3430.0,2.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-21 19:39:35,木,234
2025/8/21,19:39:35,3430.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-21 19:39:35,木,234
2025/8/21,19:39:35,3430.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-21 19:39:35,木,234
2025/8/21,19:39:35,3430.0,2.0,4.0,ドリンクセット,ドリンクセット(煎茶),150,1,2025-08-21 19:39:35,木,234
2025/8/22,12:14:16,2144.0,1.0,3.0,テイクアウト,TOコーヒー,580,1,2025-08-22 12:14:16,金,235
2025/8/22,12:14:16,2144.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-22 12:14:16,金,235
2025/8/22,12:14:16,2144.0,1.0,3.0,物販,ベジタブルリップ,1100,1,2025-08-22 12:14:16,金,235
2025/8/22,11:52:04,1930.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-22 11:52:04,金,236
2025/8/22,11:52:04,1930.0,1.0,3.0,フード,肉プレート,1200,1,2025-08-22 11:52:04,金,236
2025/8/22,11:52:04,1930.0,1.0,3.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-22 11:52:04,金,236
2025/8/22,13:15:13,680.0,1.0,1.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-22 13:15:13,金,237
2025/8/22,12:18:12,2560.0,2.0,3.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-22 12:18:12,金,238
2025/8/22,12:18:12,2560.0,2.0,3.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-22 12:18:12,金,238
2025/8/22,12:18:12,2560.0,2.0,3.0,フード,カレープレート,1200,1,2025-08-22 12:18:12,金,238
2025/8/22,13:09:42,5110.0,1.0,6.0,ドリンク,千休抹茶ラテ,680,2,2025-08-22 13:09:42,金,239
2025/8/22,13:09:42,5110.0,1.0,6.0,フード,肉プレート,1200,1,2025-08-22 13:09:42,金,239
2025/8/22,13:09:42,5110.0,1.0,6.0,フード,魚プレート,1200,1,2025-08-22 13:09:42,金,239
2025/8/22,13:09:42,5110.0,1.0,6.0,フード,カレープレート,1200,1,2025-08-22 13:09:42,金,239
2025/8/22,13:09:42,5110.0,1.0,6.0,ドリンクセット,ドリンクセット(紅茶),150,1,2025-08-22 13:09:42,金,239
2025/8/22,13:09:42,3730.0,4.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-22 13:09:42,金,240
2025/8/22,13:09:42,3730.0,4.0,4.0,フード,カレープレート,1200,1,2025-08-22 13:09:42,金,240
2025/8/22,13:09:42,3730.0,4.0,4.0,フード,すき焼き（HEGE）,1500,1,2025-08-22 13:09:42,金,240
2025/8/22,13:09:42,3730.0,4.0,4.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-22 13:09:42,金,240
2025/8/22,14:27:53,2520.0,1.0,4.0,テイクアウト,TOあんこカフェ・オレ,680,2,2025-08-22 14:27:53,金,241
2025/8/22,14:27:53,2520.0,1.0,4.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-22 14:27:53,金,241
2025/8/22,13:45:15,1360.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-22 13:45:15,金,242
2025/8/22,13:45:15,1360.0,1.0,2.0,スイーツ,あんこわらび餅,680,1,2025-08-22 13:45:15,金,242
2025/8/22,13:45:15,1260.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-22 13:45:15,金,243
2025/8/22,13:45:15,1260.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-22 13:45:15,金,243
2025/8/22,14:57:29,2400.0,2.0,2.0,フード,魚プレート,1200,1,2025-08-22 14:57:29,金,244
2025/8/22,14:57:29,2400.0,2.0,2.0,フード,カレープレート,1200,1,2025-08-22 14:57:29,金,244
2025/8/22,16:46:10,3300.0,3.0,5.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-22 16:46:10,金,245
2025/8/22,16:46:10,3300.0,3.0,5.0,ドリンク,千休抹茶ラテ,680,1,2025-08-22 16:46:10,金,245
2025/8/22,16:46:10,3300.0,3.0,5.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-22 16:46:10,金,245
2025/8/22,16:46:10,3300.0,3.0,5.0,スイーツ,あんこわらび餅,680,1,2025-08-22 16:46:10,金,245
2025/8/22,16:46:10,3300.0,3.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-22 16:46:10,金,245
2025/8/22,18:00:09,1740.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,3,2025-08-22 18:00:09,金,246
2025/8/22,19:17:19,1080.0,1.0,1.0,フード,カレープレート,1200,1,2025-08-22 19:17:19,金,247
2025/8/22,20:33:44,880.0,1.0,1.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-22 20:33:44,金,248
2025/8/23,11:07:19,1840.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-23 11:07:19,土,249
2025/8/23,11:07:19,1840.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-23 11:07:19,土,249
2025/8/23,11:07:19,1840.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-23 11:07:19,土,249
2025/8/23,11:29:34,1260.0,1.0,2.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-23 11:29:34,土,250
2025/8/23,11:29:34,1260.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-23 11:29:34,土,250
2025/8/23,13:33:17,550.0,1.0,2.0,ドリンク,アーモンドミルク,50,1,2025-08-23 13:33:17,土,251
2025/8/23,13:33:17,550.0,1.0,2.0,ドリンク,イベントドリンク500,500,1,2025-08-23 13:33:17,土,251
2025/8/23,13:35:08,500.0,1.0,1.0,ドリンク,イベントドリンク500,500,1,2025-08-23 13:35:08,土,252
2025/8/23,13:36:00,500.0,1.0,1.0,ドリンク,イベントドリンク500,500,1,2025-08-23 13:36:00,土,253
2025/8/23,13:41:37,500.0,1.0,1.0,ドリンク,イベントドリンク500,500,1,2025-08-23 13:41:37,土,254
2025/8/23,13:44:12,680.0,1.0,1.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-23 13:44:12,土,255
2025/8/23,13:56:28,23350.0,1.0,12.0,ドリンク,アーモンドミルク,50,1,2025-08-23 13:56:28,土,256
2025/8/23,13:56:28,23350.0,1.0,12.0,ドリンク,お子さまアップルジュース,300,1,2025-08-23 13:56:28,土,256
2025/8/23,13:56:28,23350.0,1.0,12.0,ドリンク,イベントドリンク500,500,1,2025-08-23 13:56:28,土,256
2025/8/23,13:56:28,23350.0,1.0,12.0,フード,イベントランチ2500,2500,9,2025-08-23 13:56:28,土,256
2025/8/23,13:58:38,1044.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-23 13:58:38,土,257
2025/8/23,14:03:13,1180.0,1.0,2.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-23 14:03:13,土,258
2025/8/23,14:03:13,1180.0,1.0,2.0,ドリンク,イベントドリンク500,500,1,2025-08-23 14:03:13,土,258
2025/8/23,14:43:54,880.0,1.0,1.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-23 14:43:54,土,259
2025/8/23,14:57:41,580.0,1.0,1.0,テイクアウト,TOコーヒー,580,1,2025-08-23 14:57:41,土,260
2025/8/23,14:32:16,3560.0,2.0,4.0,スイーツ,あんこカヌレ,580,2,2025-08-23 14:32:16,土,261
2025/8/23,14:32:16,3560.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-23 14:32:16,土,261
2025/8/23,14:32:16,3560.0,2.0,4.0,フード,カレープレート,1200,1,2025-08-23 14:32:16,土,261
2025/8/23,14:31:35,2340.0,1.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-23 14:31:35,土,262
2025/8/23,14:31:35,2340.0,1.0,4.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-23 14:31:35,土,262
2025/8/23,14:31:35,2340.0,1.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-23 14:31:35,土,262
2025/8/23,14:31:35,2340.0,1.0,4.0,ドリンク,オーツミルク,100,1,2025-08-23 14:31:35,土,262
2025/8/23,14:31:35,2700.0,1.0,2.0,フード,カレープレート,1200,1,2025-08-23 14:31:35,土,263
2025/8/23,14:31:35,2700.0,1.0,2.0,フード,すき焼き（HEGE）,1500,1,2025-08-23 14:31:35,土,263
2025/8/23,15:11:33,3960.0,2.0,4.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-23 15:11:33,土,264
2025/8/23,15:11:33,3960.0,2.0,4.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-23 15:11:33,土,264
2025/8/23,15:11:33,3960.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-23 15:11:33,土,264
2025/8/23,15:11:33,3960.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-23 15:11:33,土,264
2025/8/23,14:00:01,2180.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-23 14:00:01,土,265
2025/8/23,14:00:01,2180.0,1.0,3.0,フード,カレープレート,1200,1,2025-08-23 14:00:01,土,265
2025/8/23,14:00:01,2180.0,1.0,3.0,ドリンク,お子さまアップルジュース,300,1,2025-08-23 14:00:01,土,265
2025/8/23,16:16:57,680.0,1.0,1.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-23 16:16:57,土,266
2025/8/23,16:54:48,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-23 16:54:48,土,267
2025/8/23,14:12:53,3820.0,2.0,5.0,ドリンク,千休抹茶スカッシュ,680,2,2025-08-23 14:12:53,土,268
2025/8/23,14:12:53,3820.0,2.0,5.0,スイーツ,あんこわらび餅,680,1,2025-08-23 14:12:53,土,268
2025/8/23,14:12:53,3820.0,2.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-23 14:12:53,土,268
2025/8/23,14:12:53,3820.0,2.0,5.0,フード,魚プレート,1200,1,2025-08-23 14:12:53,土,268
2025/8/23,17:32:53,1560.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-23 17:32:53,土,269
2025/8/23,17:32:53,1560.0,1.0,2.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-23 17:32:53,土,269
2025/8/23,17:35:25,890.0,1.0,1.0,物販,ローストアーモンドシュガーソルト 50g,890,1,2025-08-23 17:35:25,土,270
2025/8/23,17:58:45,1360.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,2,2025-08-23 17:58:45,土,271
2025/8/23,18:18:34,680.0,1.0,1.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-23 18:18:34,土,272
2025/8/23,19:09:11,1360.0,1.0,2.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-23 19:09:11,土,273
2025/8/23,19:09:11,1360.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-23 19:09:11,土,273
2025/8/23,19:48:07,3160.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-23 19:48:07,土,274
2025/8/23,19:48:07,3160.0,1.0,3.0,物販,クリエーションタビ シロ×シルバーラメ,2000,1,2025-08-23 19:48:07,土,274
2025/8/23,19:59:32,580.0,1.0,1.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-23 19:59:32,土,275
2025/8/24,11:38:50,3660.0,2.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-24 11:38:50,日,276
2025/8/24,11:38:50,3660.0,2.0,4.0,スイーツ,あんこカヌレ,580,1,2025-08-24 11:38:50,日,276
2025/8/24,11:38:50,3660.0,2.0,4.0,フード,肉プレート,1200,1,2025-08-24 11:38:50,日,276
2025/8/24,11:38:50,3660.0,2.0,4.0,フード,カレープレート,1200,1,2025-08-24 11:38:50,日,276
2025/8/24,12:31:09,2320.0,1.0,4.0,ドリンク,カフェ・オレ,580,2,2025-08-24 12:31:09,日,277
2025/8/24,12:31:09,2320.0,1.0,4.0,スイーツ,あんこカヌレ,580,2,2025-08-24 12:31:09,日,277
2025/8/24,11:48:49,2700.0,2.0,2.0,フード,カレープレート,1200,1,2025-08-24 11:48:49,日,278
2025/8/24,11:48:49,2700.0,2.0,2.0,フード,すき焼き（HEGE）,1500,1,2025-08-24 11:48:49,日,278
2025/8/24,12:58:32,1260.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-24 12:58:32,日,279
2025/8/24,12:58:32,1260.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-24 12:58:32,日,279
2025/8/24,12:08:01,1260.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-24 12:08:01,日,280
