2025/10/19 10:36 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.伝票番号","H.集計対象営業年月日","H.伝票処理日","H.曜日","H.客数（合計）","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品","D.価格","D.数量"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002557:う巻 上","3000","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000001072:お刺身盛合せ","3080","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000000051:うなぎ蒲焼","6000","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000000052:うなぎ白焼き","6000","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000000066:ぎんだら焼","1800","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000000068:サバの一夜干し","1300","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","フード","00000002558:肝焼き","600","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000109:八海山","880","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003675:鶴齢","1210","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003676:仙禽","1320","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000002263:廣戸川","1210","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003675:鶴齢","0","0"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000003675:鶴齢","0","0"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000112:酔鯨","1210","1"
"No:202500100002752","2025/08/02","2025/08/02 20:37:45","土","4","46200","38","ドリンク","00000000112:酔鯨","1210","1"
"No:202500100002753","2025/08/02","2025/08/02 19:42:11","土","0","7900","2","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002753","2025/08/02","2025/08/02 19:42:11","土","0","7900","2","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000003484:お通し","660","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000003484:お通し","660","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000003484:お通し","660","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000000899:骨せんべい","440","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000000192:タコの唐揚げ","1100","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000000288:ﾊｰﾌうなぎ白焼き","3600","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000002558:肝焼き","600","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000002558:肝焼き","600","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","ドリンク","00000000632:男山","880","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000002555:うな重 梅","4200","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000002555:うな重 梅","4200","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","ドリンク","00000000013:黒ラベル 瓶","900","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000000135:お新香盛","770","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","ドリンク","00000000013:黒ラベル 瓶","900","1"
"No:202500100002754","2025/08/02","2025/08/02 19:48:13","土","3","22320","16","フード","00000001077:シーザー風サラダ","1600","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000002554:うな重 竹","5800","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000002554:うな重 竹","5800","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000000832:鰻ざく","1200","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000002556:う巻 特","4500","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","ドリンク","00000003657:伯楽星","2200","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","ドリンク","00000001164:ジャスミン茶","550","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000003484:お通し","660","1"
"No:202500100002755","2025/08/02","2025/08/02 19:55:31","土","2","22690","10","フード","00000003484:お通し","660","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000003484:お通し","660","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000003484:お通し","660","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000000832:鰻ざく","1200","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000001077:シーザー風サラダ","1600","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000002553:うな重 松","6900","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","フード","00000002555:うな重 梅","4200","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","ドリンク","00000000014:オールフリー","600","1"
"No:202500100002756","2025/08/02","2025/08/02 19:50:58","土","2","16370","8","ドリンク","00000000046:緑茶","550","1"
"No:202500100002757","2025/08/02","2025/08/02 19:42:26","土","0","11600","4","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002757","2025/08/02","2025/08/02 19:42:26","土","0","11600","4","テイクアウト","00000003147:uberうな重梅肝焼き","4900","1"
"No:202500100002757","2025/08/02","2025/08/02 19:42:26","土","0","11600","4","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002757","2025/08/02","2025/08/02 19:42:26","土","0","11600","4","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003484:お通し","660","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003484:お通し","660","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003484:お通し","660","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003484:お通し","660","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002556:う巻 特","4500","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000000071:大和芋の磯辺揚","1100","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002558:肝焼き","600","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003486:ふぐの白子焼き","3300","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000000135:お新香盛","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002558:肝焼き","600","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000000299:なすのお新香","500","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000003486:ふぐの白子焼き","3300","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000109:八海山","880","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002553:うな重 松","6900","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002555:うな重 梅","4200","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000002555:うな重 梅","4200","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","フード","00000000287:ﾊｰﾌうなぎ蒲焼","3600","1"
"No:202500100002758","2025/08/02","2025/08/02 20:52:25","土","4","46090","29","ドリンク","00000000109:八海山","880","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000002554:うな重 竹","5800","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000002555:うな重 梅","4200","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000000832:鰻ざく","1200","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","ドリンク","00000000014:オールフリー","600","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","ドリンク","00000001164:ジャスミン茶","550","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000003484:お通し","660","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000003484:お通し","660","1"
"No:202500100002759","2025/08/02","2025/08/02 20:34:28","土","2","14660","9","フード","00000002648:うなぷりん","660","1"
"No:202500100002760","2025/08/02","2025/08/02 21:01:15","土","0","9600","2","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002760","2025/08/02","2025/08/02 21:01:15","土","0","9600","2","テイクアウト","00000001290:uber大和芋のとろろサラダ","1900","1"
"No:202500100002761","2025/08/02","2025/08/02 20:55:47","土","3","24160","13","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002761","2025/08/02","2025/08/02 20:55:47","土","3","24160","13","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002761","2025/08/02","2025/08/02 20:55:47","土","3","24160","13","ドリンク","00000000045:ウーロン茶","550","1"
